Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Locations;Adress generated;Latitude;Longitude;name;description
514652296;BOURGOGNE FRANCHE COMTE LUMIERE;36 RUE DES MARDORS ;21560;COUTERNON;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;36 RUE DES MARDORS  21560 COUTERNON;36 RUE DES MARDORS  21560 COUTERNON;47.322679;5.142531;BOURGOGNE FRANCHE COMTE LUMIERE;SIREN : 514652296 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
491157988;REGIME SOCIAL DES INDEPENDANTS  BOURGOGNE;41 RUE DE MULHOUSE ;21000;DIJON;8430B Sécurité sociale obligatoire;SALARIE;Etendue;41 RUE DE MULHOUSE  21000 DIJON;41 RUE DE MULHOUSE  21000 DIJON;47.325398;5.050743;REGIME SOCIAL DES INDEPENDANTS  BOURGOGNE;SIREN : 491157988 | NAF : 8430B Sécurité sociale obligatoire |Portée : Etendue
318772878;TUB FLEX INDUSTRIES;ZI DES NOES ;44550;MONTOIR DE BRETAGNE;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;ZI DES NOES  44550 MONTOIR DE BRETAGNE;ZI DES NOES  44550 MONTOIR DE BRETAGNE;47.32568;-2.129721;TUB FLEX INDUSTRIES;SIREN : 318772878 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
332124726;MERCIER;ZI 12 BOULEVARD DE L´INDUSTRIE;41401;MONTRICHARD CEDEX;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;ZI 12 BOULEVARD DE L´INDUSTRIE 41401 MONTRICHARD CEDEX;12 BOULEVARD DE L´INDUSTRIE 41401 MONTRICHARD CEDEX;47.357004;1.175866;MERCIER;SIREN : 332124726 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
484754379;HL-DESIGN;24, RUE DU PONT L'ARCHE ZA DES GRANGES GALANDS;37550;SAINT-AVERTIN;7311Z Publicité;SALARIE;Etendue;24, RUE DU PONT L'ARCHE ZA DES GRANGES GALANDS 37550 SAINT-AVERTIN;24, RUE DU PONT L'ARCHE ZA DES GRANGES GALANDS 37550 SAINT-AVERTIN;47.367854;0.726905;HL-DESIGN;SIREN : 484754379 | NAF : 7311Z Publicité |Portée : Etendue
353929581;ETUDE GENEALOGIQUE TRANCHANT;21 RUE LOUIS BRAILLE ;37000;TOURS;6910Z Activités juridiques;SALARIE;Etendue;21 RUE LOUIS BRAILLE  37000 TOURS;21 RUE LOUIS BRAILLE  37000 TOURS;47.375409;0.693376;ETUDE GENEALOGIQUE TRANCHANT;SIREN : 353929581 | NAF : 6910Z Activités juridiques |Portée : Etendue
478804289;MONNIER;810 RUE DU VERGER ;44150;ANCENIS;6420Z Activités des sociétés holding;SALARIE;Etendue;810 RUE DU VERGER  44150 ANCENIS;810 RUE DU VERGER  44150 ANCENIS;47.379614;-1.173319;MONNIER;SIREN : 478804289 | NAF : 6420Z Activités des sociétés holding |Portée : Etendue
674800297;CIL VAL DE LOIRE;15, PLACE MICHELET ;37000;TOURS;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;15, PLACE MICHELET  37000 TOURS;15, PLACE MICHELET  37000 TOURS;47.386626;0.691479;CIL VAL DE LOIRE;SIREN : 674800297 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
403798309;ETUDE GENEALOGIQUE CHAMAURET;6 BIS BOULEVARD BERANGER ;37038;TOURS;6910Z Activités juridiques;SALARIE;Etendue;6 BIS BOULEVARD BERANGER  37038 TOURS;6 BIS BOULEVARD BERANGER  37038 TOURS;47.389974;0.686173;ETUDE GENEALOGIQUE CHAMAURET;SIREN : 403798309 | NAF : 6910Z Activités juridiques |Portée : Etendue
399369024;SOLSTIS SAS;ZA PAPILLON 220 RUE HENRI POTEZ;37210;PARCAY-MESLAY;322B Fabrication d'appareils d'émission et de transmission;SALARIE;Etendue;ZA PAPILLON 220 RUE HENRI POTEZ 37210 PARCAY-MESLAY;ZA PAPILLON 220 RUE HENRI POTEZ 37210 PARCAY-MESLAY;47.445027;0.720828;SOLSTIS SAS;SIREN : 399369024 | NAF : 322B Fabrication d'appareils d'émission et de transmission |Portée : Etendue
61200580;MARTIN-RONDEAU;LES ARDOISES BP 60099;49182;SAINT BARTHELEMY D'ANJOU CEDEX;4672Z Autres commerces de gros spécialisés;SALARIE;Etendue;LES ARDOISES BP 60099 49182 SAINT BARTHELEMY D'ANJOU CEDEX;LES ARDOISES 49182 SAINT BARTHELEMY D'ANJOU CEDEX;47.463047;-0.503504;MARTIN-RONDEAU;SIREN : 61200580 | NAF : 4672Z Autres commerces de gros spécialisés |Portée : Etendue
;FEDERATION DU CREDIT MUTUEL D'ANJOU;1 PLACE DE MOLIERE ;49000;ANGERS;0111Z Cultures non permanentes;SALARIE;Etendue;1 PLACE DE MOLIERE  49000 ANGERS;1 PLACE DE MOLIERE  49000 ANGERS;47.465439;-0.605398;FEDERATION DU CREDIT MUTUEL D'ANJOU;SIREN :  | NAF : 0111Z Cultures non permanentes |Portée : Etendue
418335972;ISORE FINITION;7BIS,RUE DE LA MAITRE ECOLE ;49000;ANGERS;4334Z Travaux de finition;SALARIE;Générale;7BIS,RUE DE LA MAITRE ECOLE  49000 ANGERS;7BIS,RUE DE LA MAITRE ECOLE  49000 ANGERS;47.465866;-0.52888;ISORE FINITION;SIREN : 418335972 | NAF : 4334Z Travaux de finition |Portée : Générale
72202419;CAISSE FEDERALE DU CREDIT MUTUEL D'ANJOU;1 PLACE DE MOLIERE BP 10648;49006;ANGERS;6419Z Intermédiation monétaire;SALARIE;Etendue;1 PLACE DE MOLIERE BP 10648 49006 ANGERS;1 PLACE DE MOLIERE BP 10648 49006 ANGERS;47.478419;-0.563166;CAISSE FEDERALE DU CREDIT MUTUEL D'ANJOU;SIREN : 72202419 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
58201534;LOGIOUEST;13 BOULEVARD DES DEUX CROIX CS 83029;49100;ANGERS;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;13 BOULEVARD DES DEUX CROIX CS 83029 49100 ANGERS;13 BOULEVARD DES DEUX CROIX CS 83029 49100 ANGERS;47.491878;-0.547877;LOGIOUEST;SIREN : 58201534 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
393853635;TREVEST;91 ALLEE ADOLPHE KEGRESSE ;25600;BROGNARD;2932Z Fabrication d'équipements automobiles;SALARIE;Etendue;91 ALLEE ADOLPHE KEGRESSE  25600 BROGNARD;91 ALLEE ADOLPHE KEGRESSE  25600 BROGNARD;47.517936;6.859214;TREVEST;SIREN : 393853635 | NAF : 2932Z Fabrication d'équipements automobiles |Portée : Etendue
56200553;HEULIN ROUSSEAU;Z.I. de Saint-Barthelemy Rue des PortiÃ¨res;42182;SAINT BARTHELEMY D'ANJOU;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;Z.I. de Saint-Barthelemy Rue des PortiÃ¨res 42182 SAINT BARTHELEMY D'ANJOU;42182 SAINT BARTHELEMY D'ANJOU;47.541569;-0.831764;HEULIN ROUSSEAU;SIREN : 56200553 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
445211360;S2I DEVILLERS;ZA NORD BP55 ;70400;HERICOURT;6420Z Activités des sociétés holding;SALARIE;Générale;ZA NORD BP55  70400 HERICOURT;ZA NORD BP55  70400 HERICOURT;47.57524;6.758916;S2I DEVILLERS;SIREN : 445211360 | NAF : 6420Z Activités des sociétés holding |Portée : Générale
380587378;APRI SERVICE;7, RUE DES ALLIES ;41000;BLOIS;741G Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;7, RUE DES ALLIES  41000 BLOIS;7, RUE DES ALLIES  41000 BLOIS;47.584019;1.340277;APRI SERVICE;SIREN : 380587378 | NAF : 741G Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
596820480;STE D'AMENAGEMENT FONCIER ET D'ETS RURAL DU CENTRE;44 BIS AV DE CHATEAUDUN ;41033;BLOIS CEDEX;4299Z Construction d'autres ouvrages de génie civil;SALARIE;Etendue;44 BIS AV DE CHATEAUDUN  41033 BLOIS CEDEX;44 BIS AV DE CHATEAUDUN  41033 BLOIS CEDEX;47.599413;1.327409;STE D'AMENAGEMENT FONCIER ET D'ETS RURAL DU CENTRE;SIREN : 596820480 | NAF : 4299Z Construction d'autres ouvrages de génie civil |Portée : Etendue
421650284;SOPRESA;MAIL PIERRE CHARLOT ;41000;BLOIS;672Z Auxiliaires d'assurance;SALARIE;Etendue;MAIL PIERRE CHARLOT  41000 BLOIS;MAIL PIERRE CHARLOT  41000 BLOIS;47.600089;1.341915;SOPRESA;SIREN : 421650284 | NAF : 672Z Auxiliaires d'assurance |Portée : Etendue
329023345;ETABLISSEMENTS J. SOUPLET;ZI DES GAILLETROUS 5, RUE EMILE ROUX;41260;LA CHAUSSEE ST VICTOR;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;ZI DES GAILLETROUS 5, RUE EMILE ROUX 41260 LA CHAUSSEE ST VICTOR;ZI DES GAILLETROUS 5, RUE EMILE ROUX 41260 LA CHAUSSEE ST VICTOR;47.615447;1.356776;ETABLISSEMENTS J. SOUPLET;SIREN : 329023345 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
389564451;HOLDIS;ZA EURO VAL DE LOIRE ;41330;FOSSE;6420Z Activités des sociétés holding;SALARIE;Etendue;ZA EURO VAL DE LOIRE  41330 FOSSE;ZA EURO VAL DE LOIRE  41330 FOSSE;47.632439;1.284039;HOLDIS;SIREN : 389564451 | NAF : 6420Z Activités des sociétés holding |Portée : Etendue
775718661;CAISSE PRIMAIRE D ASSURANCE MALADIE DU TERRITOIRE DE BELFORT;12 RUE STROLZ ;90021;BELFORT CEDEX;753A Sécurité sociale obligatoire;SALARIE;Etendue;12 RUE STROLZ  90021 BELFORT CEDEX;12 RUE STROLZ  90021 BELFORT CEDEX;47.639656;6.855743;CAISSE PRIMAIRE D ASSURANCE MALADIE DU TERRITOIRE DE BELFORT;SIREN : 775718661 | NAF : 753A Sécurité sociale obligatoire |Portée : Etendue
304464357;SCP KERBELLEC LE PORT CHAUCHAT ROZIER OFFREDO ROCHE NOTAIRES;1 PLACE DE LA REPUBLIQUE ;56004;VANNES CEDEX;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;1 PLACE DE LA REPUBLIQUE  56004 VANNES CEDEX;1 PLACE DE LA REPUBLIQUE  56004 VANNES CEDEX;47.656171;-2.759062;SCP KERBELLEC LE PORT CHAUCHAT ROZIER OFFREDO ROCHE NOTAIRES;SIREN : 304464357 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
675550248;SAS HAEFELI;ZA DE LA SALINE - RUE DES BERNIERS BP 63;70200;LURE;4222Z Construction de réseaux et de lignes;SALARIE;Etendue;ZA DE LA SALINE - RUE DES BERNIERS BP 63 70200 LURE;ZA DE LA SALINE - RUE DES BERNIERS BP 63 70200 LURE;47.686417;6.494274;SAS HAEFELI;SIREN : 675550248 | NAF : 4222Z Construction de réseaux et de lignes |Portée : Etendue
321783862;THERMO REFRIGERATION;ZONE INDUSTRIELLE DE LUCEAU ;72500;CHATEAU DU LOIR;3320B Installation de machines et d'équipements industriels;SALARIE;Etendue;ZONE INDUSTRIELLE DE LUCEAU  72500 CHATEAU DU LOIR;ZONE INDUSTRIELLE DE LUCEAU  72500 CHATEAU DU LOIR;47.692668;0.418068;THERMO REFRIGERATION;SIREN : 321783862 | NAF : 3320B Installation de machines et d'équipements industriels |Portée : Etendue
315588376;ARPEGE PREVOYANCE;143 AVENUE ARISTIDE BRIAND ;68200;MULHOUSE;6512Z Assurance;SALARIE;Etendue;143 AVENUE ARISTIDE BRIAND  68200 MULHOUSE;143 AVENUE ARISTIDE BRIAND  68200 MULHOUSE;47.745727;7.315018;ARPEGE PREVOYANCE;SIREN : 315588376 | NAF : 6512Z Assurance |Portée : Etendue
394152474;MUTASANTE;143, AVENUE ARISTIDE BRIAND ;68200;MULHOUSE;6512Z Assurance;SALARIE;Etendue;143, AVENUE ARISTIDE BRIAND  68200 MULHOUSE;143, AVENUE ARISTIDE BRIAND  68200 MULHOUSE;47.745727;7.315018;MUTASANTE;SIREN : 394152474 | NAF : 6512Z Assurance |Portée : Etendue
642021679;FONCIA ALSACE HAUT RHIN;6 RUE DU SAUVAGE ;68100;MULHOUSE;703A Activités immobilières pour compte de tiers;SALARIE;Etendue;6 RUE DU SAUVAGE  68100 MULHOUSE;6 RUE DU SAUVAGE  68100 MULHOUSE;47.746425;7.341473;FONCIA ALSACE HAUT RHIN;SIREN : 642021679 | NAF : 703A Activités immobilières pour compte de tiers |Portée : Etendue
867500027;SA D'HLM  LES AJONCS ;26 BOULEVARD MARECHAL JOFFRE ;56100;LORIENT;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;26 BOULEVARD MARECHAL JOFFRE  56100 LORIENT;26 BOULEVARD MARECHAL JOFFRE  56100 LORIENT;47.752796;-3.362429;SA D'HLM  LES AJONCS ;SIREN : 867500027 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
945751006;SCHMERBER;25, RUE JEAN MARTIN ;68058;MULHOUSE;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;25, RUE JEAN MARTIN  68058 MULHOUSE;25, RUE JEAN MARTIN  68058 MULHOUSE;47.753554;7.30664;SCHMERBER;SIREN : 945751006 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
425720778;SERVET DUCHEMIN;16, AVENUE JEAN MERMOZ ;89000;AUXERRE;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;16, AVENUE JEAN MERMOZ  89000 AUXERRE;16, AVENUE JEAN MERMOZ  89000 AUXERRE;47.80961;3.585909;SERVET DUCHEMIN;SIREN : 425720778 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
491062428;CAISSE RSI CENTRE REGIME SOCIAL DES INDEPENDANTS;258 BOULEVARD DUHAMEL DU MONCEAU ;45166;OLIVET CEDEX;8430A Sécurité sociale obligatoire;SALARIE;Etendue;258 BOULEVARD DUHAMEL DU MONCEAU  45166 OLIVET CEDEX;258 BOULEVARD DUHAMEL DU MONCEAU  45166 OLIVET CEDEX;47.847678;1.927421;CAISSE RSI CENTRE REGIME SOCIAL DES INDEPENDANTS;SIREN : 491062428 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
306487331;CAISSE REGIONALE DE CREDIT MUTUEL DU CENTRE;PLACE DE L'EUROPE 105 RUE DU FAUBOURG MADELEINE;45920;ORLEANS CEDEX 9;6419Z Intermédiation monétaire;SALARIE;Etendue;PLACE DE L'EUROPE 105 RUE DU FAUBOURG MADELEINE 45920 ORLEANS CEDEX 9;105 RUE DU FAUBOURG MADELEINE 45920 ORLEANS CEDEX 9;47.899522;1.87831;CAISSE REGIONALE DE CREDIT MUTUEL DU CENTRE;SIREN : 306487331 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
317064277;FEDERATION REGIONALE DES CAISSES DE CREDIT MUTUEL DU CENTRE;PLACE DE L'EUROPE 105 RUE DU FAUBOURG MADELEINE;45920;ORLEANS CEDEX 9;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;PLACE DE L'EUROPE 105 RUE DU FAUBOURG MADELEINE 45920 ORLEANS CEDEX 9;105 RUE DU FAUBOURG MADELEINE 45920 ORLEANS CEDEX 9;47.899522;1.87831;FEDERATION REGIONALE DES CAISSES DE CREDIT MUTUEL DU CENTRE;SIREN : 317064277 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
438338162;AMEPRO;33 RUE DU FB DE BOURGOGNE ;45005;ORLEANS;4110D Promotion immobilière;SALARIE;Etendue;33 RUE DU FB DE BOURGOGNE  45005 ORLEANS;33 RUE DU FB DE BOURGOGNE  45005 ORLEANS;47.902069;1.923196;AMEPRO;SIREN : 438338162 | NAF : 4110D Promotion immobilière |Portée : Etendue
437488315;COMPAGNIE IMMOBILIERE LA RUCHE;33 RUE DU FAUBOURG DE BOURGOGNE ;45000;ORLEANS;6430Z Fonds de placement et entités financières similaires;SALARIE;Etendue;33 RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;33 RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;47.902069;1.923196;COMPAGNIE IMMOBILIERE LA RUCHE;SIREN : 437488315 | NAF : 6430Z Fonds de placement et entités financières similaires |Portée : Etendue
692018658;LA RUCHE HABITAT;33 RUE DU FAUBOURG DE BOURGOGNE ;45000;ORLEANS;4110A Promotion immobilière;SALARIE;Etendue;33 RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;33 RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;47.902069;1.923196;LA RUCHE HABITAT;SIREN : 692018658 | NAF : 4110A Promotion immobilière |Portée : Etendue
438128282;RUCHE SERVICES GIE;33 RUE DU FAUBOURG DE BOURGOGNE ;45000;ORLEANS;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;33 RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;33 RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;47.902069;1.923196;RUCHE SERVICES GIE;SIREN : 438128282 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
673720744;SA  D'HLM FRANCE LOIRE;33  RUE DU FAUBOURG DE BOURGOGNE ;45000;ORLEANS;702A Location de biens immobiliers;SALARIE;Etendue;33  RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;33  RUE DU FAUBOURG DE BOURGOGNE  45000 ORLEANS;47.902069;1.923196;SA  D'HLM FRANCE LOIRE;SIREN : 673720744 | NAF : 702A Location de biens immobiliers |Portée : Etendue
87271227;FONCIA BARBIER;17 RUE BANNIER ;45000;ORLEANS;703A Activités immobilières pour compte de tiers;SALARIE;Etendue;17 RUE BANNIER  45000 ORLEANS;17 RUE BANNIER  45000 ORLEANS;47.903905;1.902798;FONCIA BARBIER;SIREN : 87271227 | NAF : 703A Activités immobilières pour compte de tiers |Portée : Etendue
451010144;SEIT INDUS THEO;8 RUE LAVOISIER ;45140;INGRE;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;8 RUE LAVOISIER  45140 INGRE;8 RUE LAVOISIER  45140 INGRE;47.904757;1.852982;SEIT INDUS THEO;SIREN : 451010144 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
451010060;SEIT HYDR'EAU;8 RUE LAVOISIER - ZI INGRE BP 24626;45146;SAINT JEAN DE LA RUELLE CEDEX;3600Z Captage, traitement et distribution d'eau;SALARIE;Etendue;8 RUE LAVOISIER - ZI INGRE BP 24626 45146 SAINT JEAN DE LA RUELLE CEDEX;8 RUE LAVOISIER  45146 SAINT JEAN DE LA RUELLE CEDEX;47.904757;1.852982;SEIT HYDR'EAU;SIREN : 451010060 | NAF : 3600Z Captage, traitement et distribution d'eau |Portée : Etendue
421545997;GIE VALLOIRE;24 RUE DU POT DE FER ;45000;ORLEANS;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;24 RUE DU POT DE FER  45000 ORLEANS;24 RUE DU POT DE FER  45000 ORLEANS;47.905305;1.899083;GIE VALLOIRE;SIREN : 421545997 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
86180387;VALLOGIS;24, RUE DU POT DE FER ;45000;ORLEANS;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;24, RUE DU POT DE FER  45000 ORLEANS;24, RUE DU POT DE FER  45000 ORLEANS;47.905305;1.899083;VALLOGIS;SIREN : 86180387 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
86680303;LOGIS COEUR DE FRANCE;10, BOULEVARD ROCHEPLATTE ;45000;ORLEANS;6492Z Autres activités des services financiers, hors assurance et caisses de retraite;SALARIE;Etendue;10, BOULEVARD ROCHEPLATTE  45000 ORLEANS;10, BOULEVARD ROCHEPLATTE  45000 ORLEANS;47.905384;1.898613;LOGIS COEUR DE FRANCE;SIREN : 86680303 | NAF : 6492Z Autres activités des services financiers, hors assurance et caisses de retraite |Portée : Etendue
86780525;SOCIETE ORLEANAISE DE FOURNITURES INDUSTRIELLES - SOFI;11, RUE DE LA MOUCHETIERE ;45140;SAINT JEAN DE LA RUELLE;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;11, RUE DE LA MOUCHETIERE  45140 SAINT JEAN DE LA RUELLE;11, RUE DE LA MOUCHETIERE  45140 SAINT JEAN DE LA RUELLE;47.909494;1.858038;SOCIETE ORLEANAISE DE FOURNITURES INDUSTRIELLES - SOFI;SIREN : 86780525 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
86680022;SOCOGIM;10, BOULEVARD ROCHEPLATTE BP71479;45000;ORLEANS;6832A Activités immobilières pour compte de tiers;SALARIE;Etendue;10, BOULEVARD ROCHEPLATTE BP71479 45000 ORLEANS;10, BOULEVARD ROCHEPLATTE BP71479 45000 ORLEANS;47.910833;1.915798;SOCOGIM;SIREN : 86680022 | NAF : 6832A Activités immobilières pour compte de tiers |Portée : Etendue
85580199;VALLOIRE PROMOTION;24 RUE DU POT DE FER BP 1717;45000;ORLEANS;4110A Promotion immobilière;SALARIE;Etendue;24 RUE DU POT DE FER BP 1717 45000 ORLEANS;24 RUE DU POT DE FER BP 1717 45000 ORLEANS;47.910833;1.915798;VALLOIRE PROMOTION;SIREN : 85580199 | NAF : 4110A Promotion immobilière |Portée : Etendue
411871569;ABRAYSIENNE;10 AVENUE AMPERE ;45800;SAINT JEAN DE BRAYE;4322B Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;10 AVENUE AMPERE  45800 SAINT JEAN DE BRAYE;10 AVENUE AMPERE  45800 SAINT JEAN DE BRAYE;47.91664;1.947502;ABRAYSIENNE;SIREN : 411871569 | NAF : 4322B Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
432524965;GIE VEGA (SITE DE CHARTRES);9, RUE  BEAUVERGER ;72000;LE MANS;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;9, RUE  BEAUVERGER  72000 LE MANS;9, RUE  BEAUVERGER  72000 LE MANS;47.999332;0.200352;GIE VEGA (SITE DE CHARTRES);SIREN : 432524965 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
448763961;SOCIETE DE RECHERCHE CLINIQUE EN ONCO-HEMATOLOGIE;9, RUE BEAUVERGER ;72000;LE MANS;7219Z Recherche-développement en sciences physiques et naturelles;SALARIE;Etendue;9, RUE BEAUVERGER  72000 LE MANS;9, RUE BEAUVERGER  72000 LE MANS;47.999332;0.200352;SOCIETE DE RECHERCHE CLINIQUE EN ONCO-HEMATOLOGIE;SIREN : 448763961 | NAF : 7219Z Recherche-développement en sciences physiques et naturelles |Portée : Etendue
300377298;CLINIQUE VICTOR HUGO;18, RUE VICTOR HUGO ;72015;LE MANS CEDEX 2;8610Z Activités hospitalières;SALARIE;Etendue;18, RUE VICTOR HUGO  72015 LE MANS CEDEX 2;18, RUE VICTOR HUGO  72015 LE MANS CEDEX 2;47.99943;0.200582;CLINIQUE VICTOR HUGO;SIREN : 300377298 | NAF : 8610Z Activités hospitalières |Portée : Etendue
428882898;SCM JUPITER/PLUTON (SITE DE CHARTRES);18, RUE VICTOR HUGO ;72015;LE MANS CEDEX 2;6619A Activités auxiliaires de services financiers, hors assurance et caisses de retraite;SALARIE;Etendue;18, RUE VICTOR HUGO  72015 LE MANS CEDEX 2;18, RUE VICTOR HUGO  72015 LE MANS CEDEX 2;47.99943;0.200582;SCM JUPITER/PLUTON (SITE DE CHARTRES);SIREN : 428882898 | NAF : 6619A Activités auxiliaires de services financiers, hors assurance et caisses de retraite |Portée : Etendue
428882898;SCM JUPITER/PLUTON (SITE DU MANS);18, RUE VICTOR HUGO ;72015;LE MANS CEDEX 2;6619A Activités auxiliaires de services financiers, hors assurance et caisses de retraite;SALARIE;Etendue;18, RUE VICTOR HUGO  72015 LE MANS CEDEX 2;18, RUE VICTOR HUGO  72015 LE MANS CEDEX 2;47.99943;0.200582;SCM JUPITER/PLUTON (SITE DU MANS);SIREN : 428882898 | NAF : 6619A Activités auxiliaires de services financiers, hors assurance et caisses de retraite |Portée : Etendue
786328914;STE D'HLM LE FOYER MANCEAU;25 RUE D'ARCOLE BP 117 ;72003;LE MANS CEDEX;Code APE: 702A;SALARIE;Etendue;25 RUE D'ARCOLE BP 117  72003 LE MANS CEDEX;25 RUE D'ARCOLE   72003 LE MANS CEDEX;48.000646;0.192259;STE D'HLM LE FOYER MANCEAU;SIREN : 786328914 | NAF : Code APE: 702A |Portée : Etendue
341789139;MANUFACTURE DE PRODUITS AUTOMOBILES DE PLOERMEL RESSOURCES HUMAINES; ;56803;PLOERMEL;2229A Fabrication de produits en plastique;SALARIE;Etendue;  56803 PLOERMEL;56803 PLOERMEL;48.001547;-2.379097;MANUFACTURE DE PRODUITS AUTOMOBILES DE PLOERMEL RESSOURCES HUMAINES;SIREN : 341789139 | NAF : 2229A Fabrication de produits en plastique |Portée : Etendue
494982077;DELEGATION CHAMBRE SARTHE;11 PLACE DES COMTES DU MAINE ;72000;LE MANS;9412Z Activités des organisations économiques, patronales et professionnelles;SALARIE;Etendue;11 PLACE DES COMTES DU MAINE  72000 LE MANS;11 PLACE DES COMTES DU MAINE  72000 LE MANS;48.005031;0.200787;DELEGATION CHAMBRE SARTHE;SIREN : 494982077 | NAF : 9412Z Activités des organisations économiques, patronales et professionnelles |Portée : Etendue
439860743;OUEST MAINTENANCE;19 AVENUE GEORGES AURIC ;72028;LE MANS CEDEX;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;19 AVENUE GEORGES AURIC  72028 LE MANS CEDEX;19 AVENUE GEORGES AURIC  72028 LE MANS CEDEX;48.013121;0.151743;OUEST MAINTENANCE;SIREN : 439860743 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
